,Name,usage_weighed,raw_unweighed,usage_unweighed,raw_real,usage_real,elo
434,Dunsparce,0.03%,2443,0.06%,1767,0.06%,1500
435,Chimecho,0.03%,1713,0.04%,1159,0.04%,1500
436,Beheeyem,0.03%,2012,0.05%,1441,0.05%,1500
437,Delcatty,0.03%,1833,0.05%,1352,0.05%,1500
438,Unfezant,0.03%,2371,0.06%,1714,0.06%,1500
439,Magmar,0.03%,1586,0.04%,1168,0.04%,1500
440,Rattata,0.03%,2679,0.07%,1959,0.07%,1500
441,Clamperl,0.03%,1386,0.04%,984,0.03%,1500
442,Camerupt,0.02%,1715,0.04%,1357,0.05%,1500
443,Persian,0.02%,2300,0.06%,1825,0.06%,1500
444,Pachirisu,0.02%,1929,0.05%,1492,0.05%,1500
445,Gothitelle,0.02%,1739,0.05%,1210,0.04%,1500
446,Aromatisse,0.02%,1657,0.04%,1193,0.04%,1500
447,Ferroseed,0.02%,1195,0.03%,1058,0.04%,1500
448,Huntail,0.02%,1033,0.03%,726,0.02%,1500
449,RotomFan,0.02%,1447,0.04%,1140,0.04%,1500
450,Cottonee,0.02%,1792,0.05%,1331,0.05%,1500
451,Sudowoodo,0.02%,1648,0.04%,1235,0.04%,1500
452,Pineco,0.02%,2045,0.05%,1725,0.06%,1500
453,Togetic,0.02%,1896,0.05%,1408,0.05%,1500
454,Volbeat,0.02%,1332,0.03%,1054,0.04%,1500
455,Altaria,0.02%,2026,0.05%,1432,0.05%,1500
456,Corsola,0.02%,1443,0.04%,1117,0.04%,1500
457,Eevee,0.02%,1814,0.05%,1290,0.04%,1500
458,Dewgong,0.02%,1485,0.04%,1075,0.04%,1500
459,Vespiquen,0.02%,1745,0.05%,1170,0.04%,1500
460,Parasect,0.02%,1600,0.04%,1204,0.04%,1500
461,Swanna,0.02%,1432,0.04%,1115,0.04%,1500
462,Riolu,0.02%,1576,0.04%,1047,0.04%,1500
463,RaticateAlola,0.02%,1229,0.03%,950,0.03%,1500
464,Onix,0.02%,1679,0.04%,1415,0.05%,1500
465,Throh,0.02%,1529,0.04%,1084,0.04%,1500
466,Hypno,0.02%,1607,0.04%,1134,0.04%,1500
467,SilvallyFairy,0.02%,1182,0.03%,923,0.03%,1500
468,OricorioSensu,0.02%,1043,0.03%,765,0.03%,1500
469,Octillery,0.02%,1795,0.05%,1367,0.05%,1500
470,Spinda,0.02%,1737,0.05%,1422,0.05%,1500
471,Simipour,0.02%,1049,0.03%,817,0.03%,1500
472,Pidgeot,0.02%,1766,0.05%,1308,0.04%,1500
473,Kricketune,0.02%,1207,0.03%,961,0.03%,1500
474,Mawile,0.02%,1209,0.03%,938,0.03%,1500
475,Heatmor,0.02%,1691,0.04%,1304,0.04%,1500
476,Electabuzz,0.02%,1183,0.03%,907,0.03%,1500
477,Simisage,0.02%,1376,0.04%,979,0.03%,1500
478,Delibird,0.02%,936,0.02%,744,0.03%,1500
479,Fearow,0.02%,1576,0.04%,1043,0.04%,1500
480,Clefairy,0.02%,1393,0.04%,983,0.03%,1500
481,Solrock,0.02%,1188,0.03%,939,0.03%,1500
482,Lunatone,0.02%,1657,0.04%,1144,0.04%,1500
483,Oranguru,0.02%,1215,0.03%,904,0.03%,1500
484,Pinsir,0.02%,1184,0.03%,848,0.03%,1500
485,Phantump,0.02%,384,0.01%,364,0.01%,1500
486,Dragonair,0.01%,1057,0.03%,760,0.03%,1500
487,Relicanth,0.01%,1114,0.03%,837,0.03%,1500
488,Mightyena,0.01%,1670,0.04%,1178,0.04%,1500
489,Swadloon,0.01%,788,0.02%,756,0.03%,1500
490,Magnemite,0.01%,1258,0.03%,781,0.03%,1500
491,Basculin,0.01%,1000,0.03%,761,0.03%,1500
492,Duosion,0.01%,460,0.01%,331,0.01%,1500
493,Castform,0.01%,1008,0.03%,708,0.02%,1500
494,Nosepass,0.01%,1174,0.03%,911,0.03%,1500
495,Misdreavus,0.01%,1157,0.03%,926,0.03%,1500
496,Simisear,0.01%,938,0.02%,698,0.02%,1500
497,Bulbasaur,0.01%,1132,0.03%,860,0.03%,1500
498,OricorioPomPom,0.01%,1075,0.03%,782,0.03%,1500
499,Marshtomp,0.01%,601,0.02%,543,0.02%,1500
500,Gourgeist,0.01%,996,0.03%,731,0.03%,1500
501,Gurdurr,0.01%,712,0.02%,532,0.02%,1500
502,SilvallyFlying,0.01%,555,0.01%,434,0.02%,1500
503,Grumpig,0.01%,1071,0.03%,723,0.02%,1500
504,Dustox,0.01%,1002,0.03%,682,0.02%,1500
505,KommooTotem,0.01%,635,0.02%,463,0.02%,1500
506,SilvallyDragon,0.01%,658,0.02%,460,0.02%,1500
507,SilvallyWater,0.01%,775,0.02%,613,0.02%,1500
508,Taillow,0.01%,988,0.03%,619,0.02%,1500
509,Girafarig,0.01%,905,0.02%,614,0.02%,1500
510,SilvallyFire,0.01%,891,0.02%,657,0.02%,1500
511,Swinub,0.01%,449,0.01%,393,0.01%,1500
512,SilvallyGrass,0.01%,578,0.02%,448,0.02%,1500
513,Geodude,0.01%,973,0.03%,756,0.03%,1500
514,Swalot,0.01%,843,0.02%,642,0.02%,1500
515,Sneasel,0.01%,659,0.02%,489,0.02%,1500
516,Ivysaur,0.01%,805,0.02%,607,0.02%,1500
517,SilvallyElectric,0.01%,784,0.02%,574,0.02%,1500
518,Kadabra,0.01%,631,0.02%,414,0.01%,1500
519,Poipole,0.01%,769,0.02%,534,0.02%,1500
520,SilvallyPoison,0.01%,403,0.01%,280,0.01%,1500
521,Torracat,0.01%,835,0.02%,682,0.02%,1500
522,Whirlipede,0.01%,554,0.01%,502,0.02%,1500
523,Ledian,0.01%,725,0.02%,560,0.02%,1500
524,Plusle,0.01%,714,0.02%,523,0.02%,1500
525,Banette,0.01%,810,0.02%,587,0.02%,1500
526,Lumineon,0.01%,684,0.02%,498,0.02%,1500
527,Wartortle,0.01%,665,0.02%,521,0.02%,1500
528,Carnivine,0.01%,650,0.02%,481,0.02%,1500
529,Squirtle,0.01%,940,0.02%,751,0.03%,1500
530,Magikarp,0.01%,646,0.02%,493,0.02%,1500
531,Braixen,0.01%,627,0.02%,488,0.02%,1500
532,Rowlet,0.01%,603,0.02%,467,0.02%,1500
533,Bayleef,0.01%,689,0.02%,504,0.02%,1500
534,Lickitung,0.01%,505,0.01%,355,0.01%,1500
535,Munchlax,0.01%,635,0.02%,446,0.02%,1500
536,Cherrim,0.01%,588,0.02%,425,0.01%,1500
537,Beedrill,0.01%,730,0.02%,504,0.02%,1500
538,Glalie,0.01%,749,0.02%,559,0.02%,1500
539,Watchog,0.01%,566,0.02%,393,0.01%,1500
540,Jigglypuff,0.01%,490,0.01%,391,0.01%,1500
541,Swirlix,0.01%,273,0.01%,215,0.01%,1500
542,Starly,0.01%,552,0.01%,354,0.01%,1500
543,Solosis,0.01%,509,0.01%,359,0.01%,1500
544,WormadamSandy,0.01%,340,0.01%,259,0.01%,1500
545,Vigoroth,0.01%,483,0.01%,297,0.01%,1500
546,SilvallyIce,0.01%,366,0.01%,245,0.01%,1500
547,Beautifly,0.01%,590,0.02%,423,0.01%,1500
548,Machoke,0.01%,505,0.01%,396,0.01%,1500
549,Stantler,0.01%,501,0.01%,376,0.01%,1500
550,Frogadier,0.01%,360,0.01%,269,0.01%,1500
551,Mothim,0.01%,455,0.01%,318,0.01%,1500
552,SilvallyFighting,0.01%,339,0.01%,244,0.01%,1500
553,Hippopotas,0.01%,503,0.01%,369,0.01%,1500
554,Minun,0.01%,594,0.02%,452,0.02%,1500
555,Gloom,0.01%,256,0.01%,194,0.01%,1500
556,Oricorio,0.01%,547,0.01%,404,0.01%,1500
557,MarowakAlolaTotem,0.01%,281,0.01%,214,0.01%,1500
558,Porygon,0.01%,256,0.01%,188,0.01%,1500
559,Lairon,0.00%,586,0.02%,454,0.02%,1500
560,Zweilous,0.00%,235,0.01%,168,0.01%,1500
561,Scraggy,0.00%,216,0.01%,156,0.01%,1500
562,WormadamTrash,0.00%,449,0.01%,375,0.01%,1500
563,Meowth,0.00%,342,0.01%,247,0.01%,1500
564,Gastly,0.00%,538,0.01%,409,0.01%,1500
565,Roselia,0.00%,521,0.01%,388,0.01%,1500
566,Surskit,0.00%,440,0.01%,405,0.01%,1500
567,Gabite,0.00%,280,0.01%,230,0.01%,1500
568,Ralts,0.00%,533,0.01%,347,0.01%,1500
569,GourgeistSmall,0.00%,316,0.01%,249,0.01%,1500
570,Bidoof,0.00%,346,0.01%,266,0.01%,1500
571,Shelgon,0.00%,285,0.01%,217,0.01%,1500
572,Natu,0.00%,295,0.01%,256,0.01%,1500
573,Abra,0.00%,320,0.01%,228,0.01%,1500
574,Shelmet,0.00%,181,0.01%,147,0.01%,1500
575,Carvanha,0.00%,212,0.01%,165,0.01%,1500
576,Palpitoad,0.00%,255,0.01%,211,0.01%,1500
577,Sliggoo,0.00%,274,0.01%,182,0.01%,1500
578,Buizel,0.00%,497,0.01%,363,0.01%,1500
579,Lileep,0.00%,273,0.01%,199,0.01%,1500
580,SilvallyDark,0.00%,305,0.01%,228,0.01%,1500
581,Servine,0.00%,334,0.01%,248,0.01%,1500
582,Wormadam,0.00%,296,0.01%,209,0.01%,1500
583,Luvdisc,0.00%,319,0.01%,240,0.01%,1500
584,SalazzleTotem,0.00%,237,0.01%,176,0.01%,1500
585,Unown,0.00%,270,0.01%,197,0.01%,1500
586,PikachuAlola,0.00%,393,0.01%,268,0.01%,1500
587,Krokorok,0.00%,363,0.01%,224,0.01%,1500
588,Shellder,0.00%,167,0.00%,122,0.00%,1500
589,Charjabug,0.00%,303,0.01%,249,0.01%,1500
590,Mareanie,0.00%,225,0.01%,173,0.01%,1500
591,Pignite,0.00%,295,0.01%,229,0.01%,1500
592,Trapinch,0.00%,197,0.01%,150,0.01%,1500
593,Yamask,0.00%,338,0.01%,268,0.01%,1500
594,RattataAlola,0.00%,288,0.01%,221,0.01%,1500
595,Grotle,0.00%,172,0.00%,131,0.00%,1500
596,Bronzor,0.00%,153,0.00%,126,0.00%,1500
597,PikachuKalos,0.00%,363,0.01%,263,0.01%,1500
598,Phione,0.00%,195,0.01%,140,0.01%,1500
599,Pichu,0.00%,240,0.01%,183,0.01%,1500
600,Boldore,0.00%,235,0.01%,189,0.01%,1500
601,Cleffa,0.00%,347,0.01%,185,0.01%,1500
602,Dartrix,0.00%,185,0.01%,138,0.01%,1500
603,Skitty,0.00%,210,0.01%,168,0.01%,1500
604,PikachuOriginal,0.00%,210,0.01%,146,0.01%,1500
605,Cubone,0.00%,191,0.01%,165,0.01%,1500
606,Numel,0.00%,303,0.01%,199,0.01%,1500
607,Growlithe,0.00%,178,0.01%,134,0.01%,1500
608,Seadra,0.00%,262,0.01%,195,0.01%,1500
609,Buneary,0.00%,231,0.01%,152,0.01%,1500
610,Charmeleon,0.00%,218,0.01%,167,0.01%,1500
611,Charmander,0.00%,269,0.01%,209,0.01%,1500
612,Poliwhirl,0.00%,212,0.01%,160,0.01%,1500
613,Koffing,0.00%,162,0.00%,138,0.01%,1500
614,Zorua,0.00%,173,0.00%,57,0.00%,1500
615,Metang,0.00%,309,0.01%,243,0.01%,1500
616,Fletchinder,0.00%,162,0.00%,118,0.00%,1500
617,SandshrewAlola,0.00%,143,0.00%,106,0.00%,1500
618,Grovyle,0.00%,328,0.01%,261,0.01%,1500
619,Dewott,0.00%,256,0.01%,187,0.01%,1500
620,Treecko,0.00%,306,0.01%,195,0.01%,1500
621,Joltik,0.00%,138,0.00%,111,0.00%,1500
622,Staravia,0.00%,146,0.00%,102,0.00%,1500
623,SilvallyBug,0.00%,129,0.00%,97,0.00%,1500
624,Zigzagoon,0.00%,198,0.01%,137,0.01%,1500
625,MimeJr.,0.00%,207,0.01%,171,0.01%,1500
626,Pidgeotto,0.00%,250,0.01%,184,0.01%,1500
627,Sewaddle,0.00%,174,0.01%,165,0.01%,1500
628,Weedle,0.00%,178,0.01%,141,0.01%,1500
629,Phanpy,0.00%,105,0.00%,89,0.00%,1500
630,Zubat,0.00%,168,0.00%,116,0.00%,1500
631,Omanyte,0.00%,275,0.01%,206,0.01%,1500
632,Igglybuff,0.00%,253,0.01%,192,0.01%,1500
633,Purrloin,0.00%,199,0.01%,128,0.00%,1500
634,Dwebble,0.00%,127,0.00%,104,0.00%,1500
635,GourgeistLarge,0.00%,206,0.01%,160,0.01%,1500
636,Fraxure,0.00%,119,0.00%,98,0.00%,1500
637,Piplup,0.00%,197,0.01%,142,0.01%,1500
638,Croconaw,0.00%,155,0.00%,120,0.00%,1500
639,Lotad,0.00%,121,0.00%,89,0.00%,1500
640,Sealeo,0.00%,124,0.00%,91,0.00%,1500
641,Corphish,0.00%,259,0.01%,214,0.01%,1500
642,Pupitar,0.00%,142,0.00%,117,0.00%,1500
643,SilvallyPsychic,0.00%,142,0.00%,114,0.00%,1500
644,Shellos,0.00%,103,0.00%,79,0.00%,1500
645,Rufflet,0.00%,108,0.00%,76,0.00%,1500
646,GravelerAlola,0.00%,292,0.01%,218,0.01%,1500
647,Psyduck,0.00%,216,0.01%,171,0.01%,1500
648,Klang,0.00%,191,0.01%,149,0.01%,1500
649,Anorith,0.00%,64,0.00%,50,0.00%,1500
650,Caterpie,0.00%,197,0.01%,143,0.01%,1500
651,Metapod,0.00%,160,0.00%,131,0.00%,1500
652,Doduo,0.00%,274,0.01%,128,0.00%,1500
653,Tentacool,0.00%,115,0.00%,82,0.00%,1500
654,OricorioPa'u,0.00%,163,0.00%,111,0.00%,1500
655,PikachuPartner,0.00%,222,0.01%,163,0.01%,1500
656,Mantyke,0.00%,152,0.00%,116,0.00%,1500
657,Spritzee,0.00%,101,0.00%,73,0.00%,1500
658,Monferno,0.00%,193,0.01%,148,0.01%,1500
659,Eelektrik,0.00%,213,0.01%,173,0.01%,1500
660,Quilava,0.00%,225,0.01%,171,0.01%,1500
661,Kakuna,0.00%,166,0.00%,130,0.00%,1500
662,Marill,0.00%,143,0.00%,112,0.00%,1500
663,Graveler,0.00%,233,0.01%,178,0.01%,1500
664,Mankey,0.00%,182,0.01%,124,0.00%,1500
665,Snivy,0.00%,235,0.01%,176,0.01%,1500
666,Aipom,0.00%,257,0.01%,199,0.01%,1500
667,Flaaffy,0.00%,400,0.01%,190,0.01%,1500
668,Gible,0.00%,129,0.00%,101,0.00%,1500
669,Quilladin,0.00%,78,0.00%,66,0.00%,1500
670,Bunnelby,0.00%,203,0.01%,102,0.00%,1500
671,Mudkip,0.00%,131,0.00%,99,0.00%,1500
672,SilvallyRock,0.00%,199,0.01%,148,0.01%,1500
673,Kirlia,0.00%,196,0.01%,145,0.01%,1500
674,Totodile,0.00%,230,0.01%,174,0.01%,1500
675,Tirtouga,0.00%,171,0.00%,127,0.00%,1500
676,AraquanidTotem,0.00%,76,0.00%,59,0.00%,1500
677,Yanma,0.00%,138,0.00%,118,0.00%,1500
678,Froakie,0.00%,156,0.00%,117,0.00%,1500
679,Chespin,0.00%,191,0.01%,113,0.00%,1500
680,Dewpider,0.00%,193,0.01%,180,0.01%,1500
681,Pawniard,0.00%,110,0.00%,77,0.00%,1500
682,Floette,0.00%,111,0.00%,81,0.00%,1500
683,PikachuUnova,0.00%,154,0.00%,101,0.00%,1500
684,Prinplup,0.00%,116,0.00%,101,0.00%,1500
685,Ponyta,0.00%,84,0.00%,59,0.00%,1500
686,Meditite,0.00%,102,0.00%,67,0.00%,1500
687,Minccino,0.00%,87,0.00%,61,0.00%,1500
688,Inkay,0.00%,121,0.00%,99,0.00%,1500
689,Jangmoo,0.00%,64,0.00%,48,0.00%,1500
690,Herdier,0.00%,155,0.00%,121,0.00%,1500
691,Morelull,0.00%,78,0.00%,67,0.00%,1500
692,Mudbray,0.00%,83,0.00%,60,0.00%,1500
693,Sandshrew,0.00%,116,0.00%,98,0.00%,1500
694,Staryu,0.00%,132,0.00%,97,0.00%,1500
695,Diglett,0.00%,142,0.00%,117,0.00%,1500
696,Cherubi,0.00%,60,0.00%,49,0.00%,1500
697,Croagunk,0.00%,102,0.00%,87,0.00%,1500
698,Wynaut,0.00%,177,0.01%,114,0.00%,1500
699,Loudred,0.00%,108,0.00%,88,0.00%,1500
700,Krabby,0.00%,114,0.00%,82,0.00%,1500
701,Salandit,0.00%,204,0.01%,166,0.01%,1500
702,Exeggcute,0.00%,63,0.00%,47,0.00%,1500
703,Torchic,0.00%,99,0.00%,78,0.00%,1500
704,Lampent,0.00%,177,0.01%,138,0.01%,1500
705,MeowthAlola,0.00%,101,0.00%,79,0.00%,1500
706,Teddiursa,0.00%,94,0.00%,62,0.00%,1500
707,Pidgey,0.00%,139,0.00%,107,0.00%,1500
708,VulpixAlola,0.00%,130,0.00%,102,0.00%,1500
709,Vullaby,0.00%,125,0.00%,99,0.00%,1500
710,VikavoltTotem,0.00%,123,0.00%,79,0.00%,1500
711,Shroomish,0.00%,111,0.00%,69,0.00%,1500
712,Cranidos,0.00%,89,0.00%,62,0.00%,1500
713,Chimchar,0.00%,107,0.00%,92,0.00%,1500
714,Tyrunt,0.00%,85,0.00%,70,0.00%,1500
715,Archen,0.00%,132,0.00%,68,0.00%,1500
716,Nidorina,0.00%,101,0.00%,75,0.00%,1500
717,Togepi,0.00%,139,0.00%,111,0.00%,1500
718,Larvesta,0.00%,86,0.00%,72,0.00%,1500
719,Litwick,0.00%,73,0.00%,67,0.00%,1500
720,Skiploom,0.00%,101,0.00%,81,0.00%,1500
721,Karrablast,0.00%,124,0.00%,61,0.00%,1500
722,Axew,0.00%,78,0.00%,59,0.00%,1500
723,Elekid,0.00%,84,0.00%,64,0.00%,1500
724,Vibrava,0.00%,80,0.00%,57,0.00%,1500
725,Rockruff,0.00%,88,0.00%,68,0.00%,1500
726,Sunkern,0.00%,89,0.00%,64,0.00%,1500
727,Wooper,0.00%,63,0.00%,44,0.00%,1500
728,Bellsprout,0.00%,96,0.00%,80,0.00%,1500
729,Duskull,0.00%,142,0.00%,120,0.00%,1500
730,Pancham,0.00%,101,0.00%,70,0.00%,1500
731,Litten,0.00%,110,0.00%,95,0.00%,1500
732,Oshawott,0.00%,172,0.00%,135,0.01%,1500
733,Binacle,0.00%,43,0.00%,28,0.00%,1500
734,Hakamoo,0.00%,152,0.00%,104,0.00%,1500
735,Trumbeak,0.00%,141,0.00%,111,0.00%,1500
736,Trubbish,0.00%,76,0.00%,69,0.00%,1500
737,Wailmer,0.00%,108,0.00%,66,0.00%,1500
738,Luxio,0.00%,131,0.00%,103,0.00%,1500
739,Darumaka,0.00%,111,0.00%,75,0.00%,1500
740,Honedge,0.00%,79,0.00%,53,0.00%,1500
741,PikachuSinnoh,0.00%,119,0.00%,84,0.00%,1500
742,PikachuHoenn,0.00%,132,0.00%,113,0.00%,1500
743,Smoochum,0.00%,127,0.00%,80,0.00%,1500
744,Happiny,0.00%,93,0.00%,68,0.00%,1500
745,Litleo,0.00%,45,0.00%,41,0.00%,1500
746,Machop,0.00%,66,0.00%,55,0.00%,1500
747,Turtwig,0.00%,102,0.00%,89,0.00%,1500
748,Skorupi,0.00%,65,0.00%,52,0.00%,1500
749,Stufful,0.00%,87,0.00%,59,0.00%,1500
750,Snover,0.00%,90,0.00%,69,0.00%,1500
751,Tyrogue,0.00%,80,0.00%,59,0.00%,1500
752,Weepinbell,0.00%,83,0.00%,63,0.00%,1500
753,Nidorino,0.00%,105,0.00%,84,0.00%,1500
754,Ducklett,0.00%,53,0.00%,39,0.00%,1500
755,Crabrawler,0.00%,100,0.00%,80,0.00%,1500
756,Wurmple,0.00%,68,0.00%,44,0.00%,1500
757,Cosmoem,0.00%,78,0.00%,50,0.00%,1500
758,Deino,0.00%,53,0.00%,40,0.00%,1500
759,Oddish,0.00%,81,0.00%,60,0.00%,1500
760,GeodudeAlola,0.00%,62,0.00%,53,0.00%,1500
761,Vanillish,0.00%,49,0.00%,36,0.00%,1500
762,Tepig,0.00%,98,0.00%,75,0.00%,1500
763,Cyndaquil,0.00%,122,0.00%,86,0.00%,1500
764,Bagon,0.00%,49,0.00%,34,0.00%,1500
765,Magby,0.00%,86,0.00%,64,0.00%,1500
766,Bergmite,0.00%,47,0.00%,31,0.00%,1500
767,Gulpin,0.00%,111,0.00%,89,0.00%,1500
768,Vulpix,0.00%,77,0.00%,64,0.00%,1500
769,Espurr,0.00%,57,0.00%,46,0.00%,1500
770,Mareep,0.00%,53,0.00%,42,0.00%,1500
771,Spearow,0.00%,72,0.00%,60,0.00%,1500
772,Slowpoke,0.00%,93,0.00%,71,0.00%,1500
773,Yungoos,0.00%,82,0.00%,68,0.00%,1500
774,Dratini,0.00%,94,0.00%,71,0.00%,1500
775,Seedot,0.00%,46,0.00%,31,0.00%,1500
776,Lombre,0.00%,57,0.00%,43,0.00%,1500
777,Tympole,0.00%,73,0.00%,62,0.00%,1500
778,Pidove,0.00%,59,0.00%,41,0.00%,1500
779,Frillish,0.00%,40,0.00%,27,0.00%,1500
780,Timburr,0.00%,63,0.00%,53,0.00%,1500
781,Voltorb,0.00%,74,0.00%,62,0.00%,1500
782,DiglettAlola,0.00%,43,0.00%,31,0.00%,1500
783,Feebas,0.00%,79,0.00%,53,0.00%,1500
784,Brionne,0.00%,83,0.00%,69,0.00%,1500
785,Baltoy,0.00%,59,0.00%,50,0.00%,1500
786,Seel,0.00%,58,0.00%,46,0.00%,1500
787,Horsea,0.00%,56,0.00%,39,0.00%,1500
788,Fennekin,0.00%,55,0.00%,42,0.00%,1500
789,Shieldon,0.00%,56,0.00%,45,0.00%,1500
790,Mienfoo,0.00%,50,0.00%,35,0.00%,1500
791,Drilbur,0.00%,81,0.00%,64,0.00%,1500
792,Kabuto,0.00%,51,0.00%,46,0.00%,1500
793,Fletchling,0.00%,41,0.00%,39,0.00%,1500
794,Chinchou,0.00%,41,0.00%,32,0.00%,1500
795,Stunky,0.00%,69,0.00%,56,0.00%,1500
796,Ekans,0.00%,38,0.00%,29,0.00%,1500
797,Nuzleaf,0.00%,44,0.00%,37,0.00%,1500
798,Bonsly,0.00%,64,0.00%,57,0.00%,1500
799,Cutiefly,0.00%,75,0.00%,61,0.00%,1500
800,Spinarak,0.00%,70,0.00%,59,0.00%,1500
801,Budew,0.00%,81,0.00%,66,0.00%,1500
802,Amaura,0.00%,33,0.00%,27,0.00%,1500
803,Venipede,0.00%,36,0.00%,32,0.00%,1500
804,Tranquill,0.00%,62,0.00%,47,0.00%,1500
805,Shinx,0.00%,41,0.00%,25,0.00%,1500
806,Foongus,0.00%,46,0.00%,33,0.00%,1500
807,Chingling,0.00%,47,0.00%,38,0.00%,1500
808,Golett,0.00%,83,0.00%,68,0.00%,1500
809,Wingull,0.00%,33,0.00%,23,0.00%,1500
810,Sentret,0.00%,71,0.00%,55,0.00%,1500
811,Combee,0.00%,49,0.00%,35,0.00%,1500
812,Chikorita,0.00%,74,0.00%,54,0.00%,1500
813,Cacnea,0.00%,67,0.00%,48,0.00%,1500
814,Azurill,0.00%,63,0.00%,51,0.00%,1500
815,Pansage,0.00%,52,0.00%,44,0.00%,1500
816,PumpkabooSuper,0.00%,61,0.00%,47,0.00%,1500
817,Goomy,0.00%,43,0.00%,31,0.00%,1500
818,Spheal,0.00%,35,0.00%,26,0.00%,1500
819,Houndour,0.00%,70,0.00%,58,0.00%,1500
820,Snubbull,0.00%,60,0.00%,42,0.00%,1500
821,Woobat,0.00%,89,0.00%,70,0.00%,1500
822,Rhyhorn,0.00%,51,0.00%,43,0.00%,1500
823,Blitzle,0.00%,32,0.00%,26,0.00%,1500
824,Deerling,0.00%,38,0.00%,30,0.00%,1500
825,Sandile,0.00%,32,0.00%,26,0.00%,1500
826,Grubbin,0.00%,28,0.00%,22,0.00%,1500
827,Roggenrola,0.00%,45,0.00%,34,0.00%,1500
828,Patrat,0.00%,49,0.00%,32,0.00%,1500
829,Drifloon,0.00%,46,0.00%,33,0.00%,1500
830,Poliwag,0.00%,39,0.00%,32,0.00%,1500
831,GrimerAlola,0.00%,48,0.00%,41,0.00%,1500
832,Spoink,0.00%,30,0.00%,25,0.00%,1500
833,Ledyba,0.00%,28,0.00%,18,0.00%,1500
834,Vanillite,0.00%,28,0.00%,25,0.00%,1500
835,Popplio,0.00%,39,0.00%,32,0.00%,1500
836,Venonat,0.00%,61,0.00%,43,0.00%,1500
837,Munna,0.00%,35,0.00%,24,0.00%,1500
838,GumshoosTotem,0.00%,12,0.00%,10,0.00%,1500
839,Finneon,0.00%,46,0.00%,34,0.00%,1500
840,Klink,0.00%,38,0.00%,23,0.00%,1500
841,Cosmog,0.00%,48,0.00%,43,0.00%,1500
842,Panpour,0.00%,31,0.00%,23,0.00%,1500
843,Silcoon,0.00%,38,0.00%,32,0.00%,1500
844,Paras,0.00%,103,0.00%,84,0.00%,1500
845,Sandygast,0.00%,35,0.00%,32,0.00%,1500
846,Scatterbug,0.00%,27,0.00%,23,0.00%,1500
847,Larvitar,0.00%,47,0.00%,39,0.00%,1500
848,Pansear,0.00%,37,0.00%,30,0.00%,1500
849,Electrike,0.00%,43,0.00%,33,0.00%,1500
850,Gothorita,0.00%,31,0.00%,23,0.00%,1500
851,Elgyem,0.00%,37,0.00%,29,0.00%,1500
852,NidoranM,0.00%,74,0.00%,65,0.00%,1500
853,Wimpod,0.00%,51,0.00%,40,0.00%,1500
854,Swablu,0.00%,23,0.00%,18,0.00%,1500
855,Drowzee,0.00%,30,0.00%,25,0.00%,1500
856,Shuppet,0.00%,66,0.00%,50,0.00%,1500
857,Petilil,0.00%,28,0.00%,16,0.00%,1500
858,Beldum,0.00%,26,0.00%,20,0.00%,1500
859,Goldeen,0.00%,25,0.00%,18,0.00%,1500
860,Makuhita,0.00%,26,0.00%,21,0.00%,1500
861,Pikipek,0.00%,31,0.00%,24,0.00%,1500
862,Slugma,0.00%,45,0.00%,33,0.00%,1500
863,Remoraid,0.00%,32,0.00%,24,0.00%,1500
864,Cascoon,0.00%,21,0.00%,15,0.00%,1500
865,Poochyena,0.00%,30,0.00%,26,0.00%,1500
866,Glameow,0.00%,34,0.00%,22,0.00%,1500
867,Flabebe,0.00%,57,0.00%,42,0.00%,1500
868,Hoppip,0.00%,54,0.00%,49,0.00%,1500
869,Nincada,0.00%,54,0.00%,37,0.00%,1500
870,Hoothoot,0.00%,25,0.00%,17,0.00%,1500
871,Lillipup,0.00%,18,0.00%,16,0.00%,1500
872,Tynamo,0.00%,24,0.00%,19,0.00%,1500
873,Whismur,0.00%,23,0.00%,16,0.00%,1500
874,Barboach,0.00%,23,0.00%,16,0.00%,1500
875,Snorunt,0.00%,41,0.00%,31,0.00%,1500
876,Spewpa,0.00%,17,0.00%,15,0.00%,1500
877,Gothita,0.00%,16,0.00%,12,0.00%,1500
878,LurantisTotem,0.00%,25,0.00%,20,0.00%,1500
879,Clauncher,0.00%,18,0.00%,10,0.00%,1500
880,Skrelp,0.00%,81,0.00%,64,0.00%,1500
881,Grimer,0.00%,28,0.00%,27,0.00%,1500
882,NidoranF,0.00%,50,0.00%,36,0.00%,1500
883,RaticateAlolaTotem,0.00%,21,0.00%,16,0.00%,1500
884,Skiddo,0.00%,31,0.00%,19,0.00%,1500
885,Cubchoo,0.00%,47,0.00%,40,0.00%,1500
886,Kricketot,0.00%,25,0.00%,23,0.00%,1500
887,Steenee,0.00%,27,0.00%,22,0.00%,1500
888,Noibat,0.00%,14,0.00%,6,0.00%,1500
889,Burmy,0.00%,10,0.00%,8,0.00%,1500
890,Bounsweet,0.00%,12,0.00%,10,0.00%,1500
891,PumpkabooSmall,0.00%,13,0.00%,11,0.00%,1500
892,Slakoth,0.00%,24,0.00%,16,0.00%,1500
893,Fomantis,0.00%,13,0.00%,9,0.00%,1500
894,Helioptile,0.00%,34,0.00%,25,0.00%,1500
895,PumpkabooLarge,0.00%,4,0.00%,3,0.00%,1500
