,Name,usage_weighed,raw_unweighed,usage_unweighed,raw_real,usage_real,elo
434,Bastiodon,0.01%,3855,0.10%,3177,0.11%,1695
435,Pyroar,0.01%,4002,0.10%,2916,0.10%,1695
436,Beheeyem,0.01%,2012,0.05%,1441,0.05%,1695
437,Walrein,0.00%,4015,0.10%,2927,0.10%,1695
438,Wormadam,0.00%,296,0.01%,209,0.01%,1695
439,Armaldo,0.00%,4169,0.11%,3031,0.10%,1695
440,Houndoom,0.00%,4760,0.12%,3424,0.12%,1695
441,Volbeat,0.00%,1332,0.03%,1054,0.04%,1695
442,Lickilicky,0.00%,2599,0.07%,1961,0.07%,1695
443,MarowakAlolaTotem,0.00%,281,0.01%,214,0.01%,1695
444,Gloom,0.00%,256,0.01%,194,0.01%,1695
445,Parasect,0.00%,1600,0.04%,1204,0.04%,1695
446,Swanna,0.00%,1432,0.04%,1115,0.04%,1695
447,Bouffalant,0.00%,4684,0.12%,3259,0.11%,1695
448,Golbat,0.00%,2124,0.06%,1589,0.05%,1695
449,Electabuzz,0.00%,1183,0.03%,907,0.03%,1695
450,Gabite,0.00%,280,0.01%,230,0.01%,1695
451,Camerupt,0.00%,1715,0.04%,1357,0.05%,1695
452,Sandslash,0.00%,3201,0.08%,2417,0.08%,1695
453,Spinda,0.00%,1737,0.05%,1422,0.05%,1695
454,Zweilous,0.00%,235,0.01%,168,0.01%,1695
455,Magmar,0.00%,1586,0.04%,1168,0.04%,1695
456,Ferroseed,0.00%,1195,0.03%,1058,0.04%,1695
457,Gourgeist,0.00%,996,0.03%,731,0.03%,1695
458,Skuntank,0.00%,2960,0.08%,2098,0.07%,1695
459,KommooTotem,0.00%,635,0.02%,463,0.02%,1695
460,Shelgon,0.00%,285,0.01%,217,0.01%,1695
461,Togetic,0.00%,1896,0.05%,1408,0.05%,1695
462,SilvallyFairy,0.00%,1182,0.03%,923,0.03%,1695
463,Onix,0.00%,1679,0.04%,1415,0.05%,1695
464,Huntail,0.00%,1033,0.03%,726,0.02%,1695
465,Misdreavus,0.00%,1157,0.03%,926,0.03%,1695
466,Throh,0.00%,1529,0.04%,1084,0.04%,1695
467,Eevee,0.00%,1814,0.05%,1290,0.04%,1695
468,Magcargo,0.00%,2344,0.06%,1800,0.06%,1695
469,Furret,0.00%,2432,0.06%,1810,0.06%,1695
470,Gothitelle,0.00%,1739,0.05%,1210,0.04%,1695
471,Dunsparce,0.00%,2443,0.06%,1767,0.06%,1695
472,Marshtomp,0.00%,601,0.02%,543,0.02%,1695
473,Frogadier,0.00%,360,0.01%,269,0.01%,1695
474,Grumpig,0.00%,1071,0.03%,723,0.02%,1695
475,Hypno,0.00%,1607,0.04%,1134,0.04%,1695
476,Lumineon,0.00%,684,0.02%,498,0.02%,1695
477,Pinsir,0.00%,1184,0.03%,848,0.03%,1695
478,Aromatisse,0.00%,1657,0.04%,1193,0.04%,1695
479,SilvallyFlying,0.00%,555,0.01%,434,0.02%,1695
480,Tropius,0.00%,2936,0.08%,2160,0.07%,1695
481,Dewgong,0.00%,1485,0.04%,1075,0.04%,1695
482,SilvallyGhost,0.00%,1367,0.04%,1052,0.04%,1695
483,Lopunny,0.00%,2596,0.07%,1956,0.07%,1695
484,Dustox,0.00%,1002,0.03%,682,0.02%,1695
485,Stantler,0.00%,501,0.01%,376,0.01%,1695
486,Buneary,0.00%,231,0.01%,152,0.01%,1695
487,Furfrou,0.00%,2430,0.06%,1728,0.06%,1695
488,Tyrogue,0.00%,80,0.00%,59,0.00%,1695
489,SilvallyDragon,0.00%,658,0.02%,460,0.02%,1695
490,Manectric,0.00%,3096,0.08%,2299,0.08%,1695
491,Sneasel,0.00%,659,0.02%,489,0.02%,1695
492,Pineco,0.00%,2045,0.05%,1725,0.06%,1695
493,SilvallyWater,0.00%,775,0.02%,613,0.02%,1695
494,RaticateAlola,0.00%,1229,0.03%,950,0.03%,1695
495,Swalot,0.00%,843,0.02%,642,0.02%,1695
496,Carnivine,0.00%,650,0.02%,481,0.02%,1695
497,Persian,0.00%,2300,0.06%,1825,0.06%,1695
498,Kadabra,0.00%,631,0.02%,414,0.01%,1695
499,Watchog,0.00%,566,0.02%,393,0.01%,1695
500,Basculin,0.00%,1000,0.03%,761,0.03%,1695
501,Relicanth,0.00%,1114,0.03%,837,0.03%,1695
502,Charjabug,0.00%,303,0.01%,249,0.01%,1695
503,WormadamSandy,0.00%,340,0.01%,259,0.01%,1695
504,Shelmet,0.00%,181,0.01%,147,0.01%,1695
505,Sliggoo,0.00%,274,0.01%,182,0.01%,1695
506,Wobbuffet,0.00%,3907,0.10%,2885,0.10%,1695
507,Ampharos,0.00%,4239,0.11%,3127,0.11%,1695
508,Natu,0.00%,295,0.01%,256,0.01%,1695
509,Phione,0.00%,195,0.01%,140,0.01%,1695
510,OricorioSensu,0.00%,1043,0.03%,765,0.03%,1695
511,WormadamTrash,0.00%,449,0.01%,375,0.01%,1695
512,Castform,0.00%,1008,0.03%,708,0.02%,1695
513,Marowak,0.00%,2916,0.08%,2246,0.08%,1695
514,Cottonee,0.00%,1792,0.05%,1331,0.05%,1695
515,Gurdurr,0.00%,712,0.02%,532,0.02%,1695
516,Muk,0.00%,2778,0.07%,2064,0.07%,1695
517,Mawile,0.00%,1209,0.03%,938,0.03%,1695
518,SilvallyFighting,0.00%,339,0.01%,244,0.01%,1695
519,Rattata,0.00%,2679,0.07%,1959,0.07%,1695
520,Delibird,0.00%,936,0.02%,744,0.03%,1695
521,Mienfoo,0.00%,50,0.00%,35,0.00%,1695
522,Pignite,0.00%,295,0.01%,229,0.01%,1695
523,Bronzor,0.00%,153,0.00%,126,0.00%,1695
524,Beautifly,0.00%,590,0.02%,423,0.01%,1695
525,SilvallyFire,0.00%,891,0.02%,657,0.02%,1695
526,Kricketune,0.00%,1207,0.03%,961,0.03%,1695
527,Pidgeot,0.00%,1766,0.05%,1308,0.04%,1695
528,Fearow,0.00%,1576,0.04%,1043,0.04%,1695
529,Jigglypuff,0.00%,490,0.01%,391,0.01%,1695
530,Illumise,0.00%,1373,0.04%,1056,0.04%,1695
531,Clefairy,0.00%,1393,0.04%,983,0.03%,1695
532,Octillery,0.00%,1795,0.05%,1367,0.05%,1695
533,SandshrewAlola,0.00%,143,0.00%,106,0.00%,1695
534,Carvanha,0.00%,212,0.01%,165,0.01%,1695
535,Munchlax,0.00%,635,0.02%,446,0.02%,1695
536,OricorioPomPom,0.00%,1075,0.03%,782,0.03%,1695
537,Geodude,0.00%,973,0.03%,756,0.03%,1695
538,Lunatone,0.00%,1657,0.04%,1144,0.04%,1695
539,Altaria,0.00%,2026,0.05%,1432,0.05%,1695
540,Torracat,0.00%,835,0.02%,682,0.02%,1695
541,Rowlet,0.00%,603,0.02%,467,0.02%,1695
542,Poipole,0.00%,769,0.02%,534,0.02%,1695
543,Sewaddle,0.00%,174,0.01%,165,0.01%,1695
544,Riolu,0.00%,1576,0.04%,1047,0.04%,1695
545,Haunter,0.00%,2403,0.06%,1780,0.06%,1695
546,Cherrim,0.00%,588,0.02%,425,0.01%,1695
547,Oranguru,0.00%,1215,0.03%,904,0.03%,1695
548,Squirtle,0.00%,940,0.02%,751,0.03%,1695
549,Jangmoo,0.00%,64,0.00%,48,0.00%,1695
550,Girafarig,0.00%,905,0.02%,614,0.02%,1695
551,Vespiquen,0.00%,1745,0.05%,1170,0.04%,1695
552,Glalie,0.00%,749,0.02%,559,0.02%,1695
553,Bidoof,0.00%,346,0.01%,266,0.01%,1695
554,Mothim,0.00%,455,0.01%,318,0.01%,1695
555,Buizel,0.00%,497,0.01%,363,0.01%,1695
556,Ivysaur,0.00%,805,0.02%,607,0.02%,1695
557,Pupitar,0.00%,142,0.00%,117,0.00%,1695
558,Swadloon,0.00%,788,0.02%,756,0.03%,1695
559,Koffing,0.00%,162,0.00%,138,0.01%,1695
560,Phanpy,0.00%,105,0.00%,89,0.00%,1695
561,Bayleef,0.00%,689,0.02%,504,0.02%,1695
562,Meditite,0.00%,102,0.00%,67,0.00%,1695
563,SilvallyIce,0.00%,366,0.01%,245,0.01%,1695
564,Servine,0.00%,334,0.01%,248,0.01%,1695
565,Fraxure,0.00%,119,0.00%,98,0.00%,1695
566,Roselia,0.00%,521,0.01%,388,0.01%,1695
567,Braixen,0.00%,627,0.02%,488,0.02%,1695
568,Shellder,0.00%,167,0.00%,122,0.00%,1695
569,Krokorok,0.00%,363,0.01%,224,0.01%,1695
570,SilvallyBug,0.00%,129,0.00%,97,0.00%,1695
571,SilvallyGrass,0.00%,578,0.02%,448,0.02%,1695
572,Solosis,0.00%,509,0.01%,359,0.01%,1695
573,Plusle,0.00%,714,0.02%,523,0.02%,1695
574,Whirlipede,0.00%,554,0.01%,502,0.02%,1695
575,Karrablast,0.00%,124,0.00%,61,0.00%,1695
576,Swinub,0.00%,449,0.01%,393,0.01%,1695
577,Zorua,0.00%,173,0.00%,57,0.00%,1695
578,Dwebble,0.00%,127,0.00%,104,0.00%,1695
579,Diglett,0.00%,142,0.00%,117,0.00%,1695
580,Wartortle,0.00%,665,0.02%,521,0.02%,1695
581,Magnemite,0.00%,1258,0.03%,781,0.03%,1695
582,Cubone,0.00%,191,0.01%,165,0.01%,1695
583,PikachuOriginal,0.00%,210,0.01%,146,0.01%,1695
584,Hippopotas,0.00%,503,0.01%,369,0.01%,1695
585,Quilladin,0.00%,78,0.00%,66,0.00%,1695
586,Unown,0.00%,270,0.01%,197,0.01%,1695
587,Dragonair,0.00%,1057,0.03%,760,0.03%,1695
588,SilvallyDark,0.00%,305,0.01%,228,0.01%,1695
589,Hakamoo,0.00%,152,0.00%,104,0.00%,1695
590,Morelull,0.00%,78,0.00%,67,0.00%,1695
591,Yamask,0.00%,338,0.01%,268,0.01%,1695
592,Minun,0.00%,594,0.02%,452,0.02%,1695
593,Numel,0.00%,303,0.01%,199,0.01%,1695
594,SilvallyElectric,0.00%,784,0.02%,574,0.02%,1695
595,Binacle,0.00%,43,0.00%,28,0.00%,1695
596,Foongus,0.00%,46,0.00%,33,0.00%,1695
597,Tentacool,0.00%,115,0.00%,82,0.00%,1695
598,VikavoltTotem,0.00%,123,0.00%,79,0.00%,1695
599,Pawniard,0.00%,110,0.00%,77,0.00%,1695
600,Croagunk,0.00%,102,0.00%,87,0.00%,1695
601,Poliwhirl,0.00%,212,0.01%,160,0.01%,1695
602,Zubat,0.00%,168,0.00%,116,0.00%,1695
603,Happiny,0.00%,93,0.00%,68,0.00%,1695
604,Mightyena,0.00%,1670,0.04%,1178,0.04%,1695
605,Bulbasaur,0.00%,1132,0.03%,860,0.03%,1695
606,PikachuSinnoh,0.00%,119,0.00%,84,0.00%,1695
607,Lombre,0.00%,57,0.00%,43,0.00%,1695
608,Kakuna,0.00%,166,0.00%,130,0.00%,1695
609,Dartrix,0.00%,185,0.01%,138,0.01%,1695
610,Staravia,0.00%,146,0.00%,102,0.00%,1695
611,Starly,0.00%,552,0.01%,354,0.01%,1695
612,Banette,0.00%,810,0.02%,587,0.02%,1695
613,Beedrill,0.00%,730,0.02%,504,0.02%,1695
614,Klang,0.00%,191,0.01%,149,0.01%,1695
615,Meowth,0.00%,342,0.01%,247,0.01%,1695
616,Sealeo,0.00%,124,0.00%,91,0.00%,1695
617,Oricorio,0.00%,547,0.01%,404,0.01%,1695
618,Pichu,0.00%,240,0.01%,183,0.01%,1695
619,Ponyta,0.00%,84,0.00%,59,0.00%,1695
620,Horsea,0.00%,56,0.00%,39,0.00%,1695
621,Grotle,0.00%,172,0.00%,131,0.00%,1695
622,Joltik,0.00%,138,0.00%,111,0.00%,1695
623,Magikarp,0.00%,646,0.02%,493,0.02%,1695
624,Vigoroth,0.00%,483,0.01%,297,0.01%,1695
625,Ekans,0.00%,38,0.00%,29,0.00%,1695
626,MimeJr.,0.00%,207,0.01%,171,0.01%,1695
627,Lotad,0.00%,121,0.00%,89,0.00%,1695
628,Exeggcute,0.00%,63,0.00%,47,0.00%,1695
629,Ducklett,0.00%,53,0.00%,39,0.00%,1695
630,Monferno,0.00%,193,0.01%,148,0.01%,1695
631,Larvesta,0.00%,86,0.00%,72,0.00%,1695
632,Prinplup,0.00%,116,0.00%,101,0.00%,1695
633,Machoke,0.00%,505,0.01%,396,0.01%,1695
634,Flabebe,0.00%,57,0.00%,42,0.00%,1695
635,Sandshrew,0.00%,116,0.00%,98,0.00%,1695
636,Yanma,0.00%,138,0.00%,118,0.00%,1695
637,SalazzleTotem,0.00%,237,0.01%,176,0.01%,1695
638,Popplio,0.00%,39,0.00%,32,0.00%,1695
639,Lileep,0.00%,273,0.01%,199,0.01%,1695
640,Dratini,0.00%,94,0.00%,71,0.00%,1695
641,Omanyte,0.00%,275,0.01%,206,0.01%,1695
642,Gastly,0.00%,538,0.01%,409,0.01%,1695
643,Piplup,0.00%,197,0.01%,142,0.01%,1695
644,Zigzagoon,0.00%,198,0.01%,137,0.01%,1695
645,Staryu,0.00%,132,0.00%,97,0.00%,1695
646,Corphish,0.00%,259,0.01%,214,0.01%,1695
647,Anorith,0.00%,64,0.00%,50,0.00%,1695
648,Krabby,0.00%,114,0.00%,82,0.00%,1695
649,Psyduck,0.00%,216,0.01%,171,0.01%,1695
650,Croconaw,0.00%,155,0.00%,120,0.00%,1695
651,Mankey,0.00%,182,0.01%,124,0.00%,1695
652,Lickitung,0.00%,505,0.01%,355,0.01%,1695
653,Kabuto,0.00%,51,0.00%,46,0.00%,1695
654,Wooper,0.00%,63,0.00%,44,0.00%,1695
655,Lairon,0.00%,586,0.02%,454,0.02%,1695
656,Sentret,0.00%,71,0.00%,55,0.00%,1695
657,Cosmoem,0.00%,78,0.00%,50,0.00%,1695
658,Whismur,0.00%,23,0.00%,16,0.00%,1695
659,PikachuPartner,0.00%,222,0.01%,163,0.01%,1695
660,GeodudeAlola,0.00%,62,0.00%,53,0.00%,1695
661,Wingull,0.00%,33,0.00%,23,0.00%,1695
662,Wurmple,0.00%,68,0.00%,44,0.00%,1695
663,Palpitoad,0.00%,255,0.01%,211,0.01%,1695
664,Shieldon,0.00%,56,0.00%,45,0.00%,1695
665,Paras,0.00%,103,0.00%,84,0.00%,1695
666,Marill,0.00%,143,0.00%,112,0.00%,1695
667,Graveler,0.00%,233,0.01%,178,0.01%,1695
668,Gible,0.00%,129,0.00%,101,0.00%,1695
669,Boldore,0.00%,235,0.01%,189,0.01%,1695
670,AraquanidTotem,0.00%,76,0.00%,59,0.00%,1695
671,Weedle,0.00%,178,0.01%,141,0.01%,1695
672,Abra,0.00%,320,0.01%,228,0.01%,1695
673,Treecko,0.00%,306,0.01%,195,0.01%,1695
674,Ralts,0.00%,533,0.01%,347,0.01%,1695
675,Seedot,0.00%,46,0.00%,31,0.00%,1695
676,Growlithe,0.00%,178,0.01%,134,0.01%,1695
677,Aipom,0.00%,257,0.01%,199,0.01%,1695
678,GourgeistLarge,0.00%,206,0.01%,160,0.01%,1695
679,Shellos,0.00%,103,0.00%,79,0.00%,1695
680,Metang,0.00%,309,0.01%,243,0.01%,1695
681,Blitzle,0.00%,32,0.00%,26,0.00%,1695
682,Seadra,0.00%,262,0.01%,195,0.01%,1695
683,GravelerAlola,0.00%,292,0.01%,218,0.01%,1695
684,Trapinch,0.00%,197,0.01%,150,0.01%,1695
685,Tympole,0.00%,73,0.00%,62,0.00%,1695
686,Sunkern,0.00%,89,0.00%,64,0.00%,1695
687,Rufflet,0.00%,108,0.00%,76,0.00%,1695
688,Quilava,0.00%,225,0.01%,171,0.01%,1695
689,Grubbin,0.00%,28,0.00%,22,0.00%,1695
690,Luvdisc,0.00%,319,0.01%,240,0.01%,1695
691,PikachuKalos,0.00%,363,0.01%,263,0.01%,1695
692,Dewott,0.00%,256,0.01%,187,0.01%,1695
693,Skiploom,0.00%,101,0.00%,81,0.00%,1695
694,Floette,0.00%,111,0.00%,81,0.00%,1695
695,Mantyke,0.00%,152,0.00%,116,0.00%,1695
696,Smoochum,0.00%,127,0.00%,80,0.00%,1695
697,Chespin,0.00%,191,0.01%,113,0.00%,1695
698,Luxio,0.00%,131,0.00%,103,0.00%,1695
699,Cacnea,0.00%,67,0.00%,48,0.00%,1695
700,Flaaffy,0.00%,400,0.01%,190,0.01%,1695
701,Snivy,0.00%,235,0.01%,176,0.01%,1695
702,Snover,0.00%,90,0.00%,69,0.00%,1695
703,Chinchou,0.00%,41,0.00%,32,0.00%,1695
704,GourgeistSmall,0.00%,316,0.01%,249,0.01%,1695
705,PikachuAlola,0.00%,393,0.01%,268,0.01%,1695
706,OricorioPa'u,0.00%,163,0.00%,111,0.00%,1695
707,Doduo,0.00%,274,0.01%,128,0.00%,1695
708,Pidgeotto,0.00%,250,0.01%,184,0.01%,1695
709,Surskit,0.00%,440,0.01%,405,0.01%,1695
710,Rhyhorn,0.00%,51,0.00%,43,0.00%,1695
711,Trubbish,0.00%,76,0.00%,69,0.00%,1695
712,Chingling,0.00%,47,0.00%,38,0.00%,1695
713,Roggenrola,0.00%,45,0.00%,34,0.00%,1695
714,Kirlia,0.00%,196,0.01%,145,0.01%,1695
715,Archen,0.00%,132,0.00%,68,0.00%,1695
716,Metapod,0.00%,160,0.00%,131,0.00%,1695
717,Inkay,0.00%,121,0.00%,99,0.00%,1695
718,Rockruff,0.00%,88,0.00%,68,0.00%,1695
719,Snubbull,0.00%,60,0.00%,42,0.00%,1695
720,Deino,0.00%,53,0.00%,40,0.00%,1695
721,Tyrunt,0.00%,85,0.00%,70,0.00%,1695
722,Purrloin,0.00%,199,0.01%,128,0.00%,1695
723,Steenee,0.00%,27,0.00%,22,0.00%,1695
724,Grovyle,0.00%,328,0.01%,261,0.01%,1695
725,Litwick,0.00%,73,0.00%,67,0.00%,1695
726,Bunnelby,0.00%,203,0.01%,102,0.00%,1695
727,NidoranM,0.00%,74,0.00%,65,0.00%,1695
728,RattataAlola,0.00%,288,0.01%,221,0.01%,1695
729,Goldeen,0.00%,25,0.00%,18,0.00%,1695
730,Duskull,0.00%,142,0.00%,120,0.00%,1695
731,Phantump,0.00%,384,0.01%,364,0.01%,1695
732,Houndour,0.00%,70,0.00%,58,0.00%,1695
733,Tepig,0.00%,98,0.00%,75,0.00%,1695
734,Seel,0.00%,58,0.00%,46,0.00%,1695
735,Trumbeak,0.00%,141,0.00%,111,0.00%,1695
736,Espurr,0.00%,57,0.00%,46,0.00%,1695
737,Slugma,0.00%,45,0.00%,33,0.00%,1695
738,Charmeleon,0.00%,218,0.01%,167,0.01%,1695
739,Pancham,0.00%,101,0.00%,70,0.00%,1695
740,DiglettAlola,0.00%,43,0.00%,31,0.00%,1695
741,Loudred,0.00%,108,0.00%,88,0.00%,1695
742,Fennekin,0.00%,55,0.00%,42,0.00%,1695
743,Torchic,0.00%,99,0.00%,78,0.00%,1695
744,Bergmite,0.00%,47,0.00%,31,0.00%,1695
745,Oddish,0.00%,81,0.00%,60,0.00%,1695
746,Charmander,0.00%,269,0.01%,209,0.01%,1695
747,Feebas,0.00%,79,0.00%,53,0.00%,1695
748,Poliwag,0.00%,39,0.00%,32,0.00%,1695
749,Vanillite,0.00%,28,0.00%,25,0.00%,1695
750,Wailmer,0.00%,108,0.00%,66,0.00%,1695
751,Cleffa,0.00%,347,0.01%,185,0.01%,1695
752,Noibat,0.00%,14,0.00%,6,0.00%,1695
753,Shinx,0.00%,41,0.00%,25,0.00%,1695
754,Nidorino,0.00%,105,0.00%,84,0.00%,1695
755,Mudkip,0.00%,131,0.00%,99,0.00%,1695
756,Spewpa,0.00%,17,0.00%,15,0.00%,1695
757,Vullaby,0.00%,125,0.00%,99,0.00%,1695
758,Dewpider,0.00%,193,0.01%,180,0.01%,1695
759,Frillish,0.00%,40,0.00%,27,0.00%,1695
760,Goomy,0.00%,43,0.00%,31,0.00%,1695
761,Fletchinder,0.00%,162,0.00%,118,0.00%,1695
762,Litten,0.00%,110,0.00%,95,0.00%,1695
763,Cascoon,0.00%,21,0.00%,15,0.00%,1695
764,Spearow,0.00%,72,0.00%,60,0.00%,1695
765,Amaura,0.00%,33,0.00%,27,0.00%,1695
766,Bagon,0.00%,49,0.00%,34,0.00%,1695
767,Igglybuff,0.00%,253,0.01%,192,0.01%,1695
768,Elekid,0.00%,84,0.00%,64,0.00%,1695
769,Nuzleaf,0.00%,44,0.00%,37,0.00%,1695
770,Tirtouga,0.00%,171,0.00%,127,0.00%,1695
771,PikachuUnova,0.00%,154,0.00%,101,0.00%,1695
772,Caterpie,0.00%,197,0.01%,143,0.01%,1695
773,Gulpin,0.00%,111,0.00%,89,0.00%,1695
774,Magby,0.00%,86,0.00%,64,0.00%,1695
775,Oshawott,0.00%,172,0.00%,135,0.01%,1695
776,PikachuHoenn,0.00%,132,0.00%,113,0.00%,1695
777,Mareep,0.00%,53,0.00%,42,0.00%,1695
778,Mareanie,0.00%,225,0.01%,173,0.01%,1695
779,Scatterbug,0.00%,27,0.00%,23,0.00%,1695
780,Cutiefly,0.00%,75,0.00%,61,0.00%,1695
781,Herdier,0.00%,155,0.00%,121,0.00%,1695
782,Chimchar,0.00%,107,0.00%,92,0.00%,1695
783,Togepi,0.00%,139,0.00%,111,0.00%,1695
784,Woobat,0.00%,89,0.00%,70,0.00%,1695
785,Shroomish,0.00%,111,0.00%,69,0.00%,1695
786,Mudbray,0.00%,83,0.00%,60,0.00%,1695
787,Azurill,0.00%,63,0.00%,51,0.00%,1695
788,MeowthAlola,0.00%,101,0.00%,79,0.00%,1695
789,Crabrawler,0.00%,100,0.00%,80,0.00%,1695
790,Machop,0.00%,66,0.00%,55,0.00%,1695
791,SilvallyRock,0.00%,199,0.01%,148,0.01%,1695
792,Froakie,0.00%,156,0.00%,117,0.00%,1695
793,NidoranF,0.00%,50,0.00%,36,0.00%,1695
794,Minccino,0.00%,87,0.00%,61,0.00%,1695
795,Finneon,0.00%,46,0.00%,34,0.00%,1695
796,Pansear,0.00%,37,0.00%,30,0.00%,1695
797,Hoppip,0.00%,54,0.00%,49,0.00%,1695
798,Stufful,0.00%,87,0.00%,59,0.00%,1695
799,Honedge,0.00%,79,0.00%,53,0.00%,1695
800,Litleo,0.00%,45,0.00%,41,0.00%,1695
801,Skorupi,0.00%,65,0.00%,52,0.00%,1695
802,Pidgey,0.00%,139,0.00%,107,0.00%,1695
803,Bonsly,0.00%,64,0.00%,57,0.00%,1695
804,Voltorb,0.00%,74,0.00%,62,0.00%,1695
805,Cosmog,0.00%,48,0.00%,43,0.00%,1695
806,Klink,0.00%,38,0.00%,23,0.00%,1695
807,PumpkabooSmall,0.00%,13,0.00%,11,0.00%,1695
808,Chikorita,0.00%,74,0.00%,54,0.00%,1695
809,SilvallyPsychic,0.00%,142,0.00%,114,0.00%,1695
810,VulpixAlola,0.00%,130,0.00%,102,0.00%,1695
811,Eelektrik,0.00%,213,0.01%,173,0.01%,1695
812,Nidorina,0.00%,101,0.00%,75,0.00%,1695
813,PumpkabooSuper,0.00%,61,0.00%,47,0.00%,1695
814,Kricketot,0.00%,25,0.00%,23,0.00%,1695
815,Slowpoke,0.00%,93,0.00%,71,0.00%,1695
816,Baltoy,0.00%,59,0.00%,50,0.00%,1695
817,Pidove,0.00%,59,0.00%,41,0.00%,1695
818,Beldum,0.00%,26,0.00%,20,0.00%,1695
819,Drifloon,0.00%,46,0.00%,33,0.00%,1695
820,Lampent,0.00%,177,0.01%,138,0.01%,1695
821,Salandit,0.00%,204,0.01%,166,0.01%,1695
822,Deerling,0.00%,38,0.00%,30,0.00%,1695
823,Brionne,0.00%,83,0.00%,69,0.00%,1695
824,Vibrava,0.00%,80,0.00%,57,0.00%,1695
825,Weepinbell,0.00%,83,0.00%,63,0.00%,1695
826,Turtwig,0.00%,102,0.00%,89,0.00%,1695
827,Fletchling,0.00%,41,0.00%,39,0.00%,1695
828,Vulpix,0.00%,77,0.00%,64,0.00%,1695
829,Cyndaquil,0.00%,122,0.00%,86,0.00%,1695
830,Lillipup,0.00%,18,0.00%,16,0.00%,1695
831,Snorunt,0.00%,41,0.00%,31,0.00%,1695
832,Sandygast,0.00%,35,0.00%,32,0.00%,1695
833,Budew,0.00%,81,0.00%,66,0.00%,1695
834,Bounsweet,0.00%,12,0.00%,10,0.00%,1695
835,Cherubi,0.00%,60,0.00%,49,0.00%,1695
836,Darumaka,0.00%,111,0.00%,75,0.00%,1695
837,Drowzee,0.00%,30,0.00%,25,0.00%,1695
838,Spheal,0.00%,35,0.00%,26,0.00%,1695
839,Skiddo,0.00%,31,0.00%,19,0.00%,1695
840,Panpour,0.00%,31,0.00%,23,0.00%,1695
841,Totodile,0.00%,230,0.01%,174,0.01%,1695
842,Tynamo,0.00%,24,0.00%,19,0.00%,1695
843,Teddiursa,0.00%,94,0.00%,62,0.00%,1695
844,Shuppet,0.00%,66,0.00%,50,0.00%,1695
845,Golett,0.00%,83,0.00%,68,0.00%,1695
846,Hoothoot,0.00%,25,0.00%,17,0.00%,1695
847,Skrelp,0.00%,81,0.00%,64,0.00%,1695
848,Timburr,0.00%,63,0.00%,53,0.00%,1695
849,Slakoth,0.00%,24,0.00%,16,0.00%,1695
850,GrimerAlola,0.00%,48,0.00%,41,0.00%,1695
851,Glameow,0.00%,34,0.00%,22,0.00%,1695
852,Yungoos,0.00%,82,0.00%,68,0.00%,1695
853,Pikipek,0.00%,31,0.00%,24,0.00%,1695
854,Drilbur,0.00%,81,0.00%,64,0.00%,1695
855,LurantisTotem,0.00%,25,0.00%,20,0.00%,1695
856,Remoraid,0.00%,32,0.00%,24,0.00%,1695
857,Bellsprout,0.00%,96,0.00%,80,0.00%,1695
858,Cranidos,0.00%,89,0.00%,62,0.00%,1695
859,Patrat,0.00%,49,0.00%,32,0.00%,1695
860,Munna,0.00%,35,0.00%,24,0.00%,1695
861,Pansage,0.00%,52,0.00%,44,0.00%,1695
862,Tranquill,0.00%,62,0.00%,47,0.00%,1695
863,Stunky,0.00%,69,0.00%,56,0.00%,1695
864,Makuhita,0.00%,26,0.00%,21,0.00%,1695
865,Wynaut,0.00%,177,0.01%,114,0.00%,1695
866,Clauncher,0.00%,18,0.00%,10,0.00%,1695
867,Petilil,0.00%,28,0.00%,16,0.00%,1695
868,Spinarak,0.00%,70,0.00%,59,0.00%,1695
869,Venipede,0.00%,36,0.00%,32,0.00%,1695
870,Axew,0.00%,78,0.00%,59,0.00%,1695
871,Vanillish,0.00%,49,0.00%,36,0.00%,1695
872,Barboach,0.00%,23,0.00%,16,0.00%,1695
873,Elgyem,0.00%,37,0.00%,29,0.00%,1695
874,RaticateAlolaTotem,0.00%,21,0.00%,16,0.00%,1695
875,Nincada,0.00%,54,0.00%,37,0.00%,1695
876,Wimpod,0.00%,51,0.00%,40,0.00%,1695
877,Ledyba,0.00%,28,0.00%,18,0.00%,1695
878,Larvitar,0.00%,47,0.00%,39,0.00%,1695
879,Cubchoo,0.00%,47,0.00%,40,0.00%,1695
880,Combee,0.00%,49,0.00%,35,0.00%,1695
881,Burmy,0.00%,10,0.00%,8,0.00%,1695
882,Poochyena,0.00%,30,0.00%,26,0.00%,1695
883,Fomantis,0.00%,13,0.00%,9,0.00%,1695
884,Sandile,0.00%,32,0.00%,26,0.00%,1695
885,Gothita,0.00%,16,0.00%,12,0.00%,1695
886,Venonat,0.00%,61,0.00%,43,0.00%,1695
887,Gothorita,0.00%,31,0.00%,23,0.00%,1695
888,Grimer,0.00%,28,0.00%,27,0.00%,1695
889,Electrike,0.00%,43,0.00%,33,0.00%,1695
890,GumshoosTotem,0.00%,12,0.00%,10,0.00%,1695
891,Swablu,0.00%,23,0.00%,18,0.00%,1695
892,Spoink,0.00%,30,0.00%,25,0.00%,1695
893,Silcoon,0.00%,38,0.00%,32,0.00%,1695
894,Helioptile,0.00%,34,0.00%,25,0.00%,1695
895,Pumpkaboo,0.00%,4,0.00%,4,0.00%,1695
